No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
200;CC(=NO)c1nc(C(O)C(O)C(O)CO)c[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
201;CCC=Cc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
202;O=C(c1ccc2nccnc2c1)N1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
203;COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1;unreliable prediction;Outside AD;-0;-0;-0;
204;C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1;unreliable prediction;Outside AD;-0;-0;-0;
205;CC1=CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C;unreliable prediction;Outside AD;-0;-0;-0;
206;CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
207;O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
208;[H]N=C(N)c1ccc(S(C)(=O)=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
209;NC(CC(=O)N1CCCC1CNC(=O)c1ccccc1)Cc1ccccc1F;unreliable prediction;Outside AD;-0;-0;-0;
210;CCOC(=O)C(C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)NC(C)C(=O)OCC;unreliable prediction;Outside AD;-0;-0;-0;
211;[H]N=C1Oc2c(ccc(N)c2N)C(c2cc(Br)c(OC)c(OC)c2)C1C#N;unreliable prediction;Outside AD;-0;-0;-0;
212;CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12;unreliable prediction;Outside AD;-0;-0;-0;
213;CCC(C(N)=O)N1CC(C=C(F)F)CC1=O;unreliable prediction;Outside AD;-0;-0;-0;
214;NC(=S)N=Nc1ccc(NN=C(N)N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
215;CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1;unreliable prediction;Outside AD;-0;-0;-0;
216;CC(Cn1ccnn1)(C(NC=CC=O)C(=O)O)[SH](=O)=O;unreliable prediction;Outside AD;-0;-0;-0;
217;CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
218;O=C1CC(=O)N(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1;unreliable prediction;Outside AD;-0;-0;-0;
219;COc1ccccc1-c1cc2c(c3c1C(=O)NC3=O)c1cc(O)ccc1n2CCCO;unreliable prediction;Outside AD;-0;-0;-0;
220;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1;unreliable prediction;Outside AD;-0;-0;-0;
221;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1;unreliable prediction;Outside AD;-0;-0;-0;
222;Cn1c[n+](C2OC(COP(=O)(O)O)C(O)C2O)c2nc(N)[nH]c(=O)c21;unreliable prediction;Outside AD;-0;-0;-0;
223;CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c-4n[nH]c1C;unreliable prediction;Outside AD;-0;-0;-0;
224;CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
225;CC(C)(C)NC(=O)C1CN(Cc2cc3ccccc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O;unreliable prediction;Outside AD;-0;-0;-0;
226;CCC(O)C=CC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
227;Oc1cc(Cc2ccccn2)ccc1Oc1ccc(Cl)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
228;CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C;unreliable prediction;Outside AD;-0;-0;-0;
229;O=CC(F)C(O)C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
230;CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
231;CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
232;CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21;unreliable prediction;Outside AD;-0;-0;-0;
233;Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(CC(C)C)NC(=O)c1ccc(N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
234;NCCc1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
235;CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
236;CC(CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
237;O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12;unreliable prediction;Outside AD;-0;-0;-0;
238;CCC1C=C(C)C(O)C(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Oc4ccc5c(ccn5C)c4)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC;unreliable prediction;Outside AD;-0;-0;-0;
239;C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C;unreliable prediction;Outside AD;-0;-0;-0;
240;CC(C(N)=O)C(N)c1nc2ccc(C(C)(C)C)cc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
241;NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
242;Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C;unreliable prediction;Outside AD;-0;-0;-0;
243;CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21;unreliable prediction;Outside AD;-0;-0;-0;
244;CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1;unreliable prediction;Outside AD;-0;-0;-0;
245;Cc1c(CC(N)=O)c2cc(OCCCP(=O)(O)O)ccc2n1Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
246;CC(C)NCC(O)COc1cccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
247;CC(C)NCC(O)COc1cccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
248;CCOC(=O)c1ccc(OCCCCC2CCN(c3ccc(C)nn3)CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
249;Nc1nc(=O)c2[nH]c(=O)n(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
250;CNC(=NC#N)NCCSCc1[nH]cnc1C;unreliable prediction;Outside AD;-0;-0;-0;
251;CCOC(=O)c1csc(N2CCN(C3=Nc4ccccc4SC3)CC2)n1;unreliable prediction;Outside AD;-0;-0;-0;
252;O=C1CCCC=CCCOC(=O)c2c(O)cc(O)c(Cl)c2C1;unreliable prediction;Outside AD;-0;-0;-0;
253;O=C1N2CC(c3ccc(O)cc3)=NC(CC3CCCC3)C2=NC1(Cc1ccc(O)cc1)OO;unreliable prediction;Outside AD;-0;-0;-0;
254;O=[N+]([O-])OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
255;COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
256;CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
257;CCOc1ccc(CC(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
258;N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12;unreliable prediction;Outside AD;-0;-0;-0;
259;COc1cc2c(cc1OS(N)(=O)=O)CCC1C2CCC2(C)C(OS(N)(=O)=O)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
260;O=C(Nc1ccc(I)cc1)NC1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
261;Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1;unreliable prediction;Outside AD;-0;-0;-0;
262;CCOc1ccc(-c2ccc(C(=O)CC(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
263;[H]N=C(N)NC1C=C(C(=O)O)OC(C(O)C(O)CO)C1NC(C)=O;unreliable prediction;Outside AD;-0;-0;-0;
264;O=C(CN1CC(O)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
265;COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
266;O=CCCCCC1SCC2NC(=O)NC21;unreliable prediction;Outside AD;-0;-0;-0;
267;CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1;unreliable prediction;Outside AD;-0;-0;-0;
268;O=P(=O)OCCCO;unreliable prediction;Outside AD;-0;-0;-0;
269;C=CCOc1ccc(CC(=O)O)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
270;Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F;unreliable prediction;Outside AD;-0;-0;-0;
271;O=C(CC1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1)NO;unreliable prediction;Outside AD;-0;-0;-0;
272;CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1;unreliable prediction;Outside AD;-0;-0;-0;
273;[H]N=C(N)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(N(CCCl)CCCl)cc4)cn3C)cn2C)cn1C;unreliable prediction;Outside AD;-0;-0;-0;
274;CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
275;CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1;unreliable prediction;Outside AD;-0;-0;-0;
276;CN1CCc2nc(C(=O)NC3CCCCC3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1;unreliable prediction;Outside AD;-0;-0;-0;
277;CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C;unreliable prediction;Outside AD;-0;-0;-0;
278;CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1;unreliable prediction;Outside AD;-0;-0;-0;
279;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
280;NC(=O)C=CC(C[SH](=O)=O)=C(Nc1c(C=O)cc2ccccn12)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
281;O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;unreliable prediction;Outside AD;-0;-0;-0;
282;CC(C)CC(C)(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
283;CCCCn1c(Cc2ccc3c(c2)OCO3)nc2c(N)nc(F)nc21;unreliable prediction;Outside AD;-0;-0;-0;
284;CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12;unreliable prediction;Outside AD;-0;-0;-0;
285;COC(=O)CC1(CN)CC2CCC2C1;unreliable prediction;Outside AD;-0;-0;-0;
286;CCOC(=O)C(=O)N1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
287;NC(CCl)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
288;O=C(O)COP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
289;CCn1c(=O)c2c(C)[nH]nc2c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
290;O=C(O)C(Cc1ccccc1)C(Cc1ccc2c(c1)OCO2)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
291;O[n+]1ccccc1SSc1cccc[n+]1O;unreliable prediction;Outside AD;-0;-0;-0;
292;OCCCCCCCCCCCCBr;unreliable prediction;Outside AD;-0;-0;-0;
293;Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1;unreliable prediction;Outside AD;-0;-0;-0;
294;O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1;unreliable prediction;Outside AD;-0;-0;-0;
295;NC(Cn1oc(=O)[nH]c1=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
296;CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
297;COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2;unreliable prediction;Outside AD;-0;-0;-0;
298;Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1;unreliable prediction;Outside AD;-0;-0;-0;
299;[H]N=C(N)NC1C(O)C(O)C(OC2OC(C)C(O)(CO)C2OC2OC(CO)C(O)C(O)C2NC)C(NC(N)=N[H])C1O;unreliable prediction;Outside AD;-0;-0;-0;
300;CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;unreliable prediction;Outside AD;-0;-0;-0;
301;O=NC(=O)CNS(=O)(=O)c1ccc(F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
302;O=C(O)c1ccc(-c2cc(Cl)ccc2Cl)o1;unreliable prediction;Outside AD;-0;-0;-0;
303;Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1;unreliable prediction;Outside AD;-0;-0;-0;
304;CC(Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1;unreliable prediction;Outside AD;-0;-0;-0;
305;COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O;unreliable prediction;Outside AD;-0;-0;-0;
306;C=Cc1c2[nH]c(c1C)C=C1N=C(C3=C(C(=O)OC)C(=O)c4c3[nH]c(c4C)C=c3[nH]c(c(C)c3CC)=C2)C(CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C1C;unreliable prediction;Outside AD;-0;-0;-0;
307;COc1cc(-c2cc(C)cc(C)c2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1;unreliable prediction;Outside AD;-0;-0;-0;
308;CCCCCCCCC=CCCCCCCCC(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
309;NCCCCNCCCN;unreliable prediction;Outside AD;-0;-0;-0;
310;O=P(O)(O)CN(CC(O)O)CC(O)C(O)C(O)C(O)COP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
311;CCOC(=O)C=Cc1ccc(O)c(OC)c1;Inactive;Inside AD;-0;-0;-0;
312;NC(=O)c1cccc(C2CC3CCC(C2)N3CCN(CC2CCCCC2)C(=O)C(O)CO)c1;unreliable prediction;Outside AD;-0;-0;-0;
313;CCCCCCOc1cc(C)c(O)c(C)c1C;unreliable prediction;Outside AD;-0;-0;-0;
314;COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc(-c3csc4c(-c5ccc6nc(C7CCCN7C(=O)C(NC(=O)OC)C(C)C)[nH]c6c5)csc34)cc2)c[nH]1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
315;CCc1cc(-c2n[nH]cc2-c2c[nH]cn2)c(O)cc1O;unreliable prediction;Outside AD;-0;-0;-0;
316;CCCCCCCCCCCC(O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
317;CC(C)C(N)C(=O)OCCC(CO)Cn1cnc2c(=O)nc(N)[nH]c21;unreliable prediction;Outside AD;-0;-0;-0;
318;C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C;unreliable prediction;Outside AD;-0;-0;-0;
319;CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)CCC4(C)C3C(O)CC12C;unreliable prediction;Outside AD;-0;-0;-0;
320;CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O;unreliable prediction;Outside AD;-0;-0;-0;
321;CN(C)CCCNC(=O)C(=CCCCCC(=O)NO)COc1cccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
322;O=S(=O)(NCCNCCOCc1ccc(Cl)cc1)c1cccc2cnccc12;unreliable prediction;Outside AD;-0;-0;-0;
323;NCC1CCCN1;unreliable prediction;Outside AD;-0;-0;-0;
324;COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CCCn2ccnn2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
325;O=C(O)c1ccccc1NCC(O)C(O)C(O)COP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
326;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C;unreliable prediction;Outside AD;-0;-0;-0;
327;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
328;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
329;CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
330;CC1NC(=O)NC1CCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
331;CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21;unreliable prediction;Outside AD;-0;-0;-0;
332;NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
333;CCN(CC)C(=S)SSC(=S)N(CC)CC;unreliable prediction;Outside AD;-0;-0;-0;
334;CC(C(=O)O)c1ccc(C=C2CCCCC2=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
335;CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12;unreliable prediction;Outside AD;-0;-0;-0;
336;CCCCC(CN(O)C=O)C(=O)NC(C(=O)N(C)C)C(C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
337;CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(OC(=O)CN)CC4)c3)c2C1;unreliable prediction;Outside AD;-0;-0;-0;
338;COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12;unreliable prediction;Outside AD;-0;-0;-0;
339;NCC1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
340;CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
341;CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
342;C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl;unreliable prediction;Outside AD;-0;-0;-0;
343;COc1c(N2CC(C)CC(N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12;unreliable prediction;Outside AD;-0;-0;-0;
344;Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O;unreliable prediction;Outside AD;-0;-0;-0;
345;C[N+](C)(CCOc1ccccc1)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
346;COc1ccc(C)cc1OCc1ccccn1;unreliable prediction;Outside AD;-0;-0;-0;
347;Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
348;O=C(CC(NC(=O)OCc1ccccc1)c1ccccc1)Nc1n[nH]c(=S)s1;unreliable prediction;Outside AD;-0;-0;-0;
349;CCCC(=O)SCC[N+](C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
350;CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21;unreliable prediction;Outside AD;-0;-0;-0;
351;Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12;unreliable prediction;Outside AD;-0;-0;-0;
352;COCCOCCOCCOc1cccc(C2=NC(C)(C(=O)O)CS2)c1O;unreliable prediction;Outside AD;-0;-0;-0;
353;c1ccc2cnccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
354;CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C;unreliable prediction;Outside AD;-0;-0;-0;
355;N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)n[nH]3)c3ccccc3n2)C=C1;unreliable prediction;Outside AD;-0;-0;-0;
356;c1ccc(C2CO2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
357;O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2;unreliable prediction;Outside AD;-0;-0;-0;
358;CCCCCCCC(=O)OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
359;CC(=O)N(C)Cc1cc(C(=O)N(C)Cc2cc3ccccc3n2C)ccc1N;unreliable prediction;Outside AD;-0;-0;-0;
360;O=P(O)(O)OCC(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
361;O=P(O)(O)OCC(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
362;CC(C)(C)OC(=O)NCCCCCCC(C(=O)O)c1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
363;COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
364;CC(C)(O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
365;O=P(O)(O)C(O)c1cccc2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
366;CCCCCCCCCCCCCC(=O)OC(C)C;unreliable prediction;Outside AD;-0;-0;-0;
367;CN=C(NS(=O)(=O)c1ccc(Cl)cc1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1;unreliable prediction;Outside AD;-0;-0;-0;
368;NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
369;CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(C)cc2)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
370;C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
371;[H]N=CCN;unreliable prediction;Outside AD;-0;-0;-0;
372;Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
373;COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
374;Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccc(F)c(F)c2)oc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
375;CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
376;[H]N=c1nnc(=N[H])c1=NNc1ccccc1C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
377;COC(=O)NC(C(=O)N1CCCC1c1nc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4c[nH]c(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
378;NC(Cn1cc(I)c(=O)[nH]c1=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
379;Cc1ccc2c(c1)c1c(n2CC(O)CNC2CCCCC2)CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
380;CC1(C)CCC(C)(C)c2cc(C(O)c3ccc4cc(C(=O)O)ccc4c3)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
381;CCCCC(N)C(O)(O)CNC1CC1;unreliable prediction;Outside AD;-0;-0;-0;
382;Cc1nc(Nc2[nH]nc3c2CN(C(=O)NC(CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1;unreliable prediction;Outside AD;-0;-0;-0;
383;CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
384;Cc1nc2cnccc2n1CC1CCN(C(=O)C=C(c2ccccc2)c2ccc(N=Nc3ccc(O)c(C(=O)O)c3)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
385;Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1;unreliable prediction;Outside AD;-0;-0;-0;
386;COc1ccc(S(=O)(=O)N2CCc3cc(O)c(OC)cc3C2C(=O)NO)cc1;unreliable prediction;Outside AD;-0;-0;-0;
387;CC(O)C(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
388;CC(O)C(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
389;CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
390;CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1;unreliable prediction;Outside AD;-0;-0;-0;
391;CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)c1cccnc1;unreliable prediction;Outside AD;-0;-0;-0;
392;Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O;unreliable prediction;Outside AD;-0;-0;-0;
393;CC(C)Oc1cccc(NC(=O)c2cc(Cl)c(OCCN)c(Cl)c2)c1;unreliable prediction;Outside AD;-0;-0;-0;
394;CC1(O)C(=C2C(=O)Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc32)Nc2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
